"title","type","description","website","Postscript","Postscript Link title"
"Elections and the National Election Studies.","paper","his paper, written for the National Election Studies Congressional Elections Conference, argues that the National Election Studies can best contribute knowledge about American politics, and best ensure that the organization prospers, by a data collection strategy that includes a creative combination of detailed aggregate election data with traditional survey research. A sampling design similar to, but less expensive than, the voter validation studies could produce a bounty of information about real precinct-level electoral returns from numerous electoral offices, along with valuable demographic and economic data","http://gking.harvard.edu/nes/nes.html","http://web.polmeth.ufl.edu/","The Society for Political Methodology"
